Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
au,lower back pain left side above hip,hip pain,,,,,260,35,0.00,0.00,99100000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.82,0.82,0.66,0.66,0.66,0.66,0.66,0.53,0.43,0.66,0.43,0.43",20,,
au,how to relieve hip pain,hip pain,,,,,260,53,0.74,0.52,181000000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.66,0.43,0.43,0.43,0.66,0.35,0.66,0.54,0.54,0.43,0.54,0.54",90,,
au,how to relieve hip and leg pain,hip pain,,,,,260,39,0.94,0.61,726000000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel","1.00,0.82,0.43,0.66,0.53,0.35,0.43,0.53,0.66,0.66,0.53,0.53",90,,
au,chiropractor for sciatica and hip pain,hip pain chiropractor,,,,,40,0,0.00,0.00,,,,"0.20,0.80,1.00,1.00",,,
au,chiropractor hip flexor pain,hip pain chiropractor,,,,,40,0,0.00,0.33,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.23,1.00,0.11,0.11,0.11,0.11",,,
au,chiropractor for hip pain,hip pain chiropractor,,,,,20,0,0.00,0.00,,,,"0.07,0.07,0.14,0.14,0.14,0.07,0.28,0.35,0.14,0.07,0.07,0.07",,,
au,does chiropractor help with hip pain,hip pain chiropractor,,,,,20,0,0.00,0.29,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00",,,
au,can chiropractor help hip flexor pain,hip pain chiropractor,,,,,10,0,0.00,0.00,,,,"0.00,0.00,0.66,0.66,0.66,0.66,0.66,0.00,0.00,0.00,0.00,0.00",,,
au,can chiropractor help with hip flexor pain,hip pain chiropractor,,,,,10,0,0.00,0.33,,,,"1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00",,,
au,hip pain chiropractor,hip pain chiropractor,,,,,10,0,0.00,0.00,,,,"0.50,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.00,0.00,0.50,0.00",,,
au,should i see a doctor or chiropractor for hip pain,hip pain chiropractor,,,,,10,0,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00",,,
au,best chiropractor for hip pain,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,can a chiropractor fix hip pain,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,can a chiropractor help hip flexor pain,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,can a chiropractor help hip pain,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,can a chiropractor help my hip pain,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,can a chiropractor help with hip and groin pain,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,can a chiropractor help with hip flexor pain,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,can a chiropractor help with hip pain,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.33",,,
au,can a chiropractor help with hip pain during pregnancy,hip pain chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractic adjustment near me,adjustments near me,,,,,70,0,0.00,0.00,,,,"0.05,0.05,0.05,0.05,0.05,0.11,0.64,0.64,0.64,0.64,1.00,1.00",,,
au,full body adjustment chiropractor near me,adjustments near me,,,,,50,0,1.72,0.70,,,,"0.18,0.18,1.00,0.18,0.18,0.18,0.45,0.36,1.00,0.36,0.36,0.45",,,
au,back adjustment chiropractor near me,adjustments near me,,,,,50,0,0.00,0.00,,,,"0.18,0.00,0.18,0.18,0.00,0.18,0.63,0.63,0.63,0.81,1.00,0.81",,,
au,back adjustment near me,adjustments near me,,,,,30,0,0.00,0.00,,,,"0.09,0.00,0.00,0.00,0.00,0.09,0.63,0.63,0.45,0.45,0.45,0.63",,,
au,chiropractor full body adjustment near me,adjustments near me,,,,,30,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.71,1.00,1.00,1.00,1.00,1.00",,,
au,full spinal adjustment,spinal adjustments,,,,,70,0,0.00,0.00,,,,"0.35,0.21,0.35,0.28,0.28,0.35,0.50,0.50,0.35,0.64,1.00,0.50",,,
au,spinal adjustments,spinal adjustments,,,,,90,57,0.00,0.00,71800000,Informational,"Image Pack, Video, Featured Snippet, Image, Video Carousel, People Also Ask, Related Searches","0.19,0.11,0.26,0.26,0.19,0.26,0.65,0.65,0.53,0.42,0.65,0.65",80,,
au,spinal adjustment,spinal adjustments,,,,,90,51,0.00,0.00,79400000,Informational,"Image Pack, Site Links, Image, Related Searches, AI Overview","0.52,0.41,0.52,0.41,0.41,0.52,0.64,0.52,0.64,0.64,1.00,0.52",20,,
au,chiropractor spinal adjustments,spinal adjustments,,,,,390,51,2.02,0.19,5300000,Commercial,"Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Local Pack, Video","0.21,0.39,0.26,0.48,0.39,0.26,0.17,0.26,1.00,0.32,0.21,0.26",90,,
au,spinal adjustment near me,spinal adjustments,,,,,30,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.44,0.44,0.55,1.00",,,
au,spinal adjustment therapy,spinal adjustments,,,,,30,0,0.00,0.00,,,,"0.00,1.00,1.00,0.57,0.14,0.28,0.42",,,
au,chiropractic spinal adjustment benefits,spinal adjustments,,,,,20,0,1.29,0.14,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
au,spinal chiropractic adjustment,spinal adjustments,,,,,50,0,0.00,0.00,,,,"0.71,0.42,0.71,0.57,0.42,0.57,1.00,1.00,0.71,0.57,1.00,1.00",,,
au,chiropractor spinal adjustment,spinal adjustments,,,,,50,0,0.00,0.00,,,,"0.55,0.33,0.77,0.44,0.44,0.44,0.77,0.77,0.44,0.77,1.00,0.55",,,
au,spinal adjustment cost,spinal adjustments,,,,,70,0,0.00,0.00,,,,"0.35,0.21,0.50,0.28,0.28,0.28,0.50,0.50,0.50,0.64,1.00,0.50",,,
au,spinal adjuster,spinal adjustments,,,,,20,0,0.00,1.00,,,,"0.66,0.66,0.66,0.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
au,chiropractor near me,chiropractor,,,,,14800,46,2.81,0.49,82100000,Transactional,"Local Pack, Image, Related Searches","0.66,0.36,0.54,0.54,0.54,0.54,1.00,0.66,0.54,0.54,0.44,0.36",90,,
au,chiropractor,chiropractor,,,,,6600,57,0.00,0.00,62700000,Informational,"Local Pack, Video, Image, Related Searches, AI Overview","0.10,0.08,0.24,0.13,0.20,0.24,0.16,0.13,0.10,0.20,0.10,0.20",60,,
au,chiropractors near me,chiropractor,,,,,1300,17,3.08,0.53,52000000,Transactional,"Local Pack, Image, People Also Ask, Related Searches","0.36,0.13,0.36,0.16,0.36,0.29,0.16,0.22,0.13,0.29,0.36,0.13",90,,
au,chiropractor gold coast,chiropractor,,,,,720,28,0.00,0.00,1270000,Commercial,"Discussions And Forums, Local Pack, Video, Image, Related Searches","0.67,0.55,0.55,0.55,0.55,0.45,0.76,0.76,0.67,0.67,0.55,0.45",90,,
au,recommended chiropractor near me,chiropractor,,,,,720,40,2.50,0.69,32000000,Transactional,"Related Searches, Local Pack, People Also Ask","0.45,0.81,1.00,0.62,0.36,0.36,0.08,0.24,1.00,0.30,0.30,0.24",90,,
au,chiropractors and massage,chiropractor,,,,,390,10,1.61,0.54,12000000,Commercial,"Related Searches, Discussions And Forums, Local Pack, Video, People Also Ask","0.36,0.44,0.36,0.54,0.44,0.29,0.19,0.29,1.00,0.36,0.54,0.29",90,,
au,chiro palm beach,palm beach chiro,,,,,0,0,2.02,0.11,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,palm beach avenue chiro,palm beach chiro,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,palm beach chiro,palm beach chiro,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,palm beach sports chiro,palm beach chiro,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractor cabarita,cabarita chiropractor,,,,,40,0,1.50,0.56,,,,"0.18,0.18,0.18,0.18,0.18,0.00,0.81,1.00,0.63,0.18,0.18,0.18",,,
au,cabarita chiropractor,cabarita chiropractor,,,,,0,0,0.00,0.00,,,,"0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractor cabarita beach,cabarita chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractor pottsville,pottsville chiropractor,,,,,10,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.18,0.18,0.09,0.09,0.09",,,
au,pottsville chiropractor,pottsville chiropractor,,,,,10,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.07,0.07,0.03,0.03,0.03",,,
au,chiropractor pottsville nsw,pottsville chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractor murwillumbah,murwillumbah chiropractor,,,,,20,0,0.00,0.00,,,,"0.09,0.09,0.09,0.18,0.18,0.18,0.36,0.45,0.18,0.09,0.09,0.18",,,
au,murwillumbah chiropractor,murwillumbah chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,best chiropractor in murwillumbah,murwillumbah chiropractor,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractor elanora,chiropractor elanora,,,,,10,0,0.00,0.00,,,,"0.66,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.33,0.00,0.00",,,
au,chiropractor gold coast elanora,chiropractor elanora,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractor in elanora qld,chiropractor elanora,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractors elanora,chiropractor elanora,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,chiropractor near me open saturday,chiropractor open Saturday near me,,,,,30,0,1.94,0.76,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.71,0.28,0.28,0.71,0.71,1.00",,,
au,chiropractor open saturday near me,chiropractor open Saturday near me,,,,,10,0,0.00,0.00,,,,"0.50,0.00,0.50,0.00,0.00,0.50,1.00,0.50,0.50,0.50,0.50,0.00",,,
au,chiropractors near me open on saturdays,chiropractor open Saturday near me,,,,,10,0,1.94,0.76,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,1.00,1.00",,,
au,chiropractors near me open on saturday,chiropractor open Saturday near me,,,,,10,0,1.94,0.76,,,,"0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.60,1.00,1.00",,,
